Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
M,32,192,56,2016-05-04 13:43:26.007,20.8
M,42,15,273,2016-05-04 17:57:26.153,10.8
F,45,296,38,2016-05-04 08:42:35.000,28.6
M,38,141,153,2016-05-05 18:18:33.000,12.0
M,39,310,225,2016-05-05 09:21:34.000,24.8
M,45,430,398,2016-05-05 19:55:49.000,9.7
M,26,26,93,2016-05-06 16:59:56.000,11.7
M,30,52,18,2016-05-06 21:54:11.000,15.8
F,42,237,230,2016-05-06 08:07:14.000,10.6
F,34,290,328,2016-05-06 13:24:16.000,9.6
M,43,310,167,2016-05-07 08:23:19.000,4.0
M,25,197,21,2016-05-08 18:35:51.543,27.3
M,31,71,131,2016-05-08 17:22:03.000,15.1
M,27,7,266,2016-05-08 19:09:02.000,36.3
M,27,206,236,2016-05-08 10:39:36.000,8.6
M,29,421,415,2016-05-09 16:33:07.000,7.6
M,45,32,164,2016-05-09 19:43:36.067,14.8
M,25,208,229,2016-05-09 15:23:50.633,9.0
M,31,225,226,2016-05-09 15:13:26.000,3.4
F,27,207,223,2016-05-09 08:55:47.000,7.5
M,28,217,217,2016-05-09 15:01:26.000,20.5
M,45,24,342,2016-05-10 11:03:52.000,26.8
M,32,85,39,2016-05-10 09:46:55.000,13.3
M,43,351,155,2016-05-10 20:52:03.000,30.2
M,22,51,68,2016-05-10 18:02:56.000,4.5
F,25,174,64,2016-05-10 16:47:21.000,22.1
F,48,12,29,2016-05-10 08:31:58.000,6.5
M,61,209,208,2016-05-11 15:58:35.000,8.8
M,26,210,243,2016-05-11 10:53:08.000,16.9
F,26,56,162,2016-05-11 08:23:31.000,7.0
F,51,20,32,2016-05-11 18:24:29.000,6.7
M,30,212,32,2016-05-11 18:25:04.000,15.3
M,29,4,10,2016-05-12 16:21:34.000,10.5
M,47,236,194,2016-05-12 08:44:30.000,11.7
F,45,94,101,2016-05-12 14:27:57.000,6.1
F,42,179,156,2016-05-12 19:49:43.410,6.0
M,50,21,27,2016-05-12 15:33:38.000,7.3
F,27,140,33,2016-05-12 23:43:43.000,12.8
M,39,130,86,2016-05-13 18:03:41.000,6.7
F,32,27,257,2016-05-13 21:44:14.000,5.5
M,32,36,253,2016-05-13 06:59:58.000,9.4
M,25,154,442,2016-05-13 11:42:19.713,32.8
F,16,22,121,2016-05-14 23:11:37.000,13.2
M,62,34,71,2016-05-15 19:50:39.000,12.8
F,29,217,211,2016-05-16 19:23:41.000,4.8
M,42,84,59,2016-05-16 15:35:49.000,4.3
M,37,211,225,2016-05-16 18:44:08.000,4.1
M,30,252,242,2016-05-17 19:50:07.257,23.4
M,28,184,136,2016-05-17 10:45:44.000,11.3
M,23,208,214,2016-05-17 15:27:28.000,30.0
F,25,207,179,2016-05-18 18:24:22.000,27.9
M,22,424,397,2016-05-18 20:27:17.000,7.5
M,33,184,192,2016-05-18 09:09:56.000,12.9
M,23,259,142,2016-05-18 11:07:00.000,15.7
M,25,225,146,2016-05-19 23:11:15.000,18.6
M,32,3,259,2016-05-19 15:51:10.000,5.2
F,32,60,172,2016-05-19 11:57:15.903,16.8
F,37,35,1,2016-05-20 07:16:14.000,8.2
M,48,149,144,2016-05-20 10:34:43.000,3.5
M,25,401,441,2016-05-20 20:13:02.000,6.8
F,62,53,191,2016-05-20 16:16:07.000,13.2
F,28,52,270,2016-05-21 17:52:35.000,6.3
F,31,29,74,2016-05-22 16:24:45.000,27.4
M,21,213,211,2016-05-23 15:35:17.000,10.3
M,30,316,340,2016-05-23 17:04:39.000,13.8
F,30,316,328,2016-05-23 09:18:55.000,13.2
M,24,33,271,2016-05-24 17:21:18.900,16.0
M,29,50,149,2016-05-24 21:17:57.000,12.0
M,40,1,87,2016-05-24 05:49:57.000,15.8
M,27,359,321,2016-05-24 11:03:02.000,7.8
M,61,57,166,2016-05-25 08:51:11.000,11.5
F,26,397,283,2016-05-25 12:08:41.000,18.5
M,25,356,359,2016-05-25 17:55:41.000,8.6
M,25,98,104,2016-05-26 07:07:04.000,9.8
F,57,99,99,2016-05-26 14:36:58.000,31.7
M,27,220,223,2016-05-26 20:24:59.000,9.6
M,25,316,296,2016-05-27 18:31:10.000,7.3
M,61,157,157,2016-05-27 09:51:12.000,3.1
M,27,396,392,2016-05-27 19:31:35.000,4.0
M,56,81,175,2016-05-28 10:17:52.000,6.7
M,35,63,37,2016-05-29 00:09:09.000,5.8
M,23,389,64,2016-05-30 10:28:01.000,18.2
M,52,110,112,2016-05-30 08:24:41.000,12.1
M,26,53,73,2016-05-30 20:18:51.000,4.1
M,29,288,270,2016-05-30 16:35:16.000,34.1
F,56,72,75,2016-05-31 19:19:47.000,3.0
M,33,19,43,2016-05-31 16:02:49.743,10.6
M,24,26,265,2016-05-31 20:40:20.317,7.5
M,59,86,17,2016-06-01 10:13:57.000,9.2
M,31,165,151,2016-06-01 17:57:08.000,3.7
F,29,54,71,2016-06-01 20:38:55.000,5.1
M,56,5,20,2016-06-02 10:38:22.000,6.9
M,22,58,5,2016-06-02 20:10:33.650,17.4
M,35,116,138,2016-06-02 15:17:01.000,7.0
F,24,108,99,2016-06-03 17:03:25.000,3.6
F,23,18,20,2016-06-03 19:30:12.000,27.1
M,33,266,265,2016-06-03 07:49:01.000,3.0
M,35,39,158,2016-06-04 14:43:18.000,15.5
F,28,189,185,2016-06-04 17:11:29.000,207.7
M,54,65,25,2016-06-05 13:16:11.000,34.4
M,25,373,298,2016-06-06 16:38:52.000,9.4
M,20,327,170,2016-06-06 08:50:09.000,14.9
M,36,318,302,2016-06-06 15:10:12.203,5.6
F,53,170,311,2016-06-07 07:00:38.000,9.4
M,32,390,409,2016-06-07 23:02:41.000,16.3
M,53,370,392,2016-06-07 09:58:11.000,4.3
M,40,281,286,2016-06-08 21:41:27.000,19.1
M,43,316,120,2016-06-08 15:12:04.000,20.7
M,29,402,393,2016-06-08 09:27:20.000,6.4
M,45,301,166,2016-06-08 14:25:35.000,19.2
M,31,134,163,2016-06-08 15:14:30.000,11.0
M,24,7,9,2016-06-09 21:55:49.000,2.5
M,28,264,217,2016-06-09 08:59:11.000,27.8
M,38,90,87,2016-06-09 14:55:23.000,6.8
M,36,152,71,2016-06-09 16:01:30.000,6.3
M,59,68,60,2016-06-09 19:55:54.000,9.1
M,27,192,236,2016-06-09 13:44:16.000,6.3
M,33,17,10,2016-06-10 13:21:28.000,9.8
F,44,162,146,2016-06-10 09:07:18.000,5.2
F,27,17,41,2016-06-10 01:13:51.000,143.8
M,23,151,158,2016-06-10 18:15:53.000,4.1
M,35,236,197,2016-06-10 08:05:09.000,11.0
F,23,217,63,2016-06-10 18:28:07.000,12.1
M,36,180,300,2016-06-10 17:59:15.000,10.2
M,48,271,26,2016-06-11 14:50:42.743,7.8
F,30,129,39,2016-06-11 10:58:46.000,2.9
M,24,311,23,2016-06-12 08:19:18.000,18.2
M,60,29,26,2016-06-12 12:51:30.000,4.1
M,34,40,175,2016-06-12 19:26:39.000,15.2
M,40,361,336,2016-06-12 19:44:56.000,6.4
M,37,343,375,2016-06-12 11:13:55.000,7.3
M,33,390,436,2016-06-13 07:44:31.000,4.8
F,30,86,43,2016-06-13 18:29:39.127,7.5
M,28,236,206,2016-06-13 13:47:39.000,5.2
M,41,282,295,2016-06-14 10:31:18.000,4.1
M,58,8,142,2016-06-14 09:48:51.000,15.6
M,33,87,107,2016-06-14 20:32:20.000,8.8
F,27,66,77,2016-06-14 17:55:59.000,3.9
F,54,366,392,2016-06-15 07:56:54.000,5.2
M,28,245,269,2016-06-15 19:15:43.883,21.8
M,26,335,325,2016-06-15 15:44:04.000,3.0
M,18,328,144,2016-06-16 16:16:43.000,30.4
M,27,252,211,2016-06-16 19:53:09.200,7.7
M,25,54,127,2016-06-16 13:57:46.000,9.2
M,32,27,124,2016-06-17 13:07:11.067,12.2
M,23,267,293,2016-06-17 08:16:48.000,23.4
M,42,208,204,2016-06-17 06:58:24.000,3.1
F,35,210,197,2016-06-17 17:57:44.000,12.6
F,64,169,182,2016-06-18 06:32:39.000,2.9
M,28,170,285,2016-06-19 10:19:40.000,7.5
M,48,146,146,2016-06-20 07:53:14.000,18.0
M,44,180,59,2016-06-20 12:24:26.000,9.1
M,29,305,175,2016-06-21 15:29:15.000,6.7
M,60,4,32,2016-06-21 10:35:38.000,8.2
M,52,20,264,2016-06-21 19:25:31.833,11.3
M,27,372,377,2016-06-21 19:43:45.000,7.7
M,31,116,14,2016-06-22 14:05:09.000,20.0
F,33,51,385,2016-06-22 19:46:25.000,44.0
M,37,335,321,2016-06-22 14:56:32.000,8.4
M,33,240,236,2016-06-23 16:02:01.000,6.8
M,26,297,315,2016-06-23 09:13:38.000,9.5
M,38,89,89,2016-06-23 07:57:18.000,17.4
M,25,27,11,2016-06-24 19:00:40.557,2.9
M,43,258,36,2016-06-24 14:10:10.000,2.5
F,28,291,217,2016-06-24 08:43:32.000,28.6
M,40,282,295,2016-06-25 15:01:11.000,5.2
F,25,39,149,2016-06-25 13:18:09.587,16.3
M,34,164,80,2016-06-26 13:25:24.000,4.8
F,45,369,384,2016-06-27 16:22:16.000,7.2
M,25,438,76,2016-06-27 10:18:43.000,19.7
M,32,357,39,2016-06-28 21:17:42.843,25.1
M,37,10,99,2016-06-28 13:33:24.000,6.1
M,37,14,247,2016-06-28 08:33:26.000,10.2
F,38,60,46,2016-06-28 18:17:14.000,5.4
F,39,124,52,2016-06-29 20:21:02.000,10.9
M,27,420,321,2016-06-29 14:03:09.000,18.9
F,30,18,63,2016-06-30 17:19:53.450,13.4
F,19,198,208,2016-06-30 20:40:35.507,14.6
M,43,257,25,2016-06-30 08:22:22.000,8.0
M,27,14,96,2016-07-01 19:45:29.970,31.0
M,38,59,136,2016-07-01 09:43:52.000,2.8
M,32,11,33,2016-07-02 16:07:18.000,8.6
M,48,391,438,2016-07-02 08:43:35.000,12.7
F,30,408,384,2016-07-03 08:41:38.000,74.0
M,26,72,54,2016-07-04 15:13:20.883,5.5
M,42,161,134,2016-07-04 21:05:54.323,11.3
M,31,212,253,2016-07-04 18:00:16.000,9.9
M,36,49,243,2016-07-05 16:26:08.000,30.9
M,33,109,159,2016-07-05 08:05:57.000,20.9
M,29,23,255,2016-07-05 20:53:36.423,11.6
F,24,41,41,2016-07-06 18:13:15.000,31.6
M,23,389,388,2016-07-06 23:34:41.000,2.1
M,35,389,388,2016-07-06 15:38:42.000,15.2
M,29,7,257,2016-07-07 19:45:32.000,42.6
M,43,24,24,2016-07-07 12:02:32.000,21.6
M,37,146,50,2016-07-07 16:27:07.000,8.6
M,30,222,222,2016-07-08 14:30:47.000,37.0
M,21,68,163,2016-07-08 17:47:53.000,22.3
F,32,35,85,2016-07-08 09:22:51.000,10.0
M,18,64,57,2016-07-08 17:47:15.000,6.6
M,42,113,108,2016-07-09 17:21:23.000,6.3
M,23,52,34,2016-07-09 19:44:18.000,17.2
M,21,158,165,2016-07-09 15:37:59.000,5.0
M,23,59,53,2016-07-09 13:33:44.000,6.8
M,29,5,15,2016-07-09 22:00:24.000,4.1
M,36,197,246,2016-07-10 17:25:06.000,11.7
M,63,31,116,2016-07-10 15:16:30.000,11.7
M,37,126,335,2016-07-10 21:46:21.000,35.6
M,29,171,170,2016-07-10 12:36:37.000,6.5
M,45,24,266,2016-07-11 19:43:24.000,21.6
M,32,25,238,2016-07-11 19:37:31.000,19.1
M,28,116,135,2016-07-11 08:38:41.000,6.6
M,27,142,136,2016-07-11 15:50:02.150,3.5
M,32,19,18,2016-07-11 14:28:56.000,3.8
M,50,24,216,2016-07-11 15:56:00.000,24.1
M,33,405,155,2016-07-12 11:40:15.000,19.1
M,25,43,246,2016-07-12 08:53:12.000,24.9
F,46,53,179,2016-07-12 15:36:31.000,20.3
M,57,51,139,2016-07-12 16:44:08.000,6.1
F,25,185,189,2016-07-12 22:35:03.000,7.3
M,41,273,452,2016-07-12 07:50:50.000,24.6
M,37,3,80,2016-07-12 11:19:25.000,15.8
M,43,317,336,2016-07-13 17:31:57.000,6.2
M,26,159,280,2016-07-13 20:44:40.000,4.8
F,47,68,187,2016-07-13 06:54:36.000,7.4
M,27,54,70,2016-07-14 20:02:13.000,15.2
M,33,92,33,2016-07-14 17:30:56.000,27.4
M,29,44,186,2016-07-14 10:21:04.000,10.1
M,39,182,66,2016-07-15 17:13:23.000,8.1
M,28,31,17,2016-07-15 08:23:55.000,7.2
M,32,251,31,2016-07-15 22:55:45.000,13.8
F,29,30,144,2016-07-16 00:41:22.000,14.9
F,24,158,165,2016-07-17 10:57:18.000,5.2
F,25,44,131,2016-07-18 15:56:17.000,10.1
M,26,346,337,2016-07-18 07:42:16.000,5.8
F,27,216,217,2016-07-19 11:43:44.000,8.6
M,28,1,23,2016-07-19 09:23:31.000,8.1
M,52,299,394,2016-07-19 22:58:23.000,13.2
M,28,452,54,2016-07-19 18:21:44.253,14.3
M,49,82,266,2016-07-20 20:20:07.000,11.3
M,47,158,151,2016-07-20 07:49:01.000,6.1
M,29,39,73,2016-07-20 11:17:35.000,7.7
M,35,131,53,2016-07-21 21:21:14.000,12.5
M,28,163,443,2016-07-21 09:09:55.000,28.5
M,21,260,10,2016-07-22 07:50:31.000,4.7
F,59,102,119,2016-07-22 18:44:41.530,18.2
M,26,234,60,2016-07-22 15:44:08.080,32.5
F,45,139,40,2016-07-23 14:11:12.000,6.0
M,40,25,12,2016-07-24 12:27:22.000,19.5
M,33,445,442,2016-07-24 07:00:51.000,6.3
M,40,34,189,2016-07-25 10:48:15.000,21.2
M,47,151,51,2016-07-25 17:03:37.000,6.9
M,44,124,104,2016-07-26 14:12:33.997,8.2
F,25,31,26,2016-07-26 19:01:59.000,8.7
F,54,123,150,2016-07-26 07:51:23.000,19.1
M,59,64,81,2016-07-27 18:30:08.000,5.3
M,49,325,337,2016-07-27 09:47:38.000,5.4
F,28,278,140,2016-07-27 13:53:52.000,14.2
F,25,135,136,2016-07-28 22:35:45.923,7.9
M,47,151,158,2016-07-28 06:49:31.000,5.4
M,56,267,26,2016-07-29 08:42:55.000,8.0
M,43,1,310,2016-07-29 20:29:40.000,28.6
M,27,6,436,2016-07-29 10:10:37.000,28.5
M,44,90,254,2016-07-30 21:21:54.883,18.0
M,24,167,175,2016-07-31 13:56:24.000,7.1
M,39,11,11,2016-08-08 12:50:54.000,5.3
F,34,75,57,2016-08-08 10:11:02.000,5.7
M,41,73,8,2016-08-08 17:12:01.000,26.9
M,39,226,31,2016-08-09 18:30:49.000,14.5
M,34,22,295,2016-08-09 21:41:27.000,19.5
M,54,270,40,2016-08-09 09:22:47.000,14.6
M,26,39,51,2016-08-10 13:05:55.000,5.7
M,47,26,29,2016-08-10 21:19:14.000,3.8
M,27,18,35,2016-08-11 17:45:25.000,4.6
M,30,393,369,2016-08-11 06:13:57.000,5.3
M,30,76,180,2016-08-12 17:52:46.000,6.3
M,27,352,353,2016-08-12 20:16:17.000,5.8
M,26,112,11,2016-08-12 09:14:15.000,6.7
F,35,265,93,2016-08-12 10:09:11.000,9.8
M,48,61,184,2016-08-13 10:23:12.000,12.8
M,53,285,170,2016-08-14 20:27:36.000,6.3
M,52,1,107,2016-08-15 17:59:02.000,16.1
F,42,22,266,2016-08-15 21:29:58.000,21.5
M,39,222,209,2016-08-15 08:32:28.000,9.4
M,22,34,16,2016-08-16 16:37:42.000,6.3
M,21,129,298,2016-08-16 21:47:35.000,14.7
M,25,256,27,2016-08-16 07:51:16.000,6.8
F,26,156,107,2016-08-17 09:59:34.000,25.6
M,28,389,376,2016-08-17 17:53:38.000,14.0
M,60,145,143,2016-08-17 13:43:39.000,3.2
M,32,37,67,2016-08-18 18:10:51.000,7.2
M,29,151,158,2016-08-18 23:22:36.000,3.8
M,39,164,21,2016-08-18 07:59:57.000,14.7
F,17,184,67,2016-08-18 13:05:12.000,17.7
M,27,185,171,2016-08-19 22:17:20.000,9.1
M,25,1,18,2016-08-19 08:15:13.000,6.9
M,43,259,106,2016-08-20 14:40:03.000,21.9
M,30,347,303,2016-08-20 12:27:38.000,16.8
M,42,195,29,2016-08-21 11:58:21.000,23.3
M,35,408,408,2016-08-22 20:57:37.000,12.1
F,29,190,184,2016-08-22 09:47:49.000,3.8
M,38,240,16,2016-08-22 10:22:49.000,17.2
F,27,26,82,2016-08-23 15:20:44.000,13.3
M,24,312,326,2016-08-23 09:18:55.000,7.0
M,36,130,121,2016-08-23 09:42:10.000,3.3
F,23,26,114,2016-08-24 22:02:57.000,3.9
M,29,295,250,2016-08-24 08:30:16.000,29.7
F,22,442,440,2016-08-25 18:10:45.000,3.0
M,36,161,332,2016-08-25 18:40:24.000,22.0
M,42,28,226,2016-08-25 07:57:51.000,8.6
M,26,215,217,2016-08-26 19:16:41.000,8.1
M,26,91,93,2016-08-26 14:06:34.000,2.3
M,50,16,15,2016-08-26 11:22:54.000,2.1
M,44,27,25,2016-08-27 12:59:43.000,5.8
M,30,333,284,2016-08-27 11:24:10.000,6.7
M,32,372,427,2016-08-28 16:16:35.000,7.9
M,24,70,62,2016-08-29 14:34:52.000,5.3
M,24,75,261,2016-08-29 08:56:51.000,12.3
M,35,214,222,2016-08-29 14:09:22.000,4.0
M,53,207,252,2016-08-30 15:40:56.000,10.8
M,35,390,398,2016-08-30 19:58:07.000,7.2
M,27,317,172,2016-08-30 14:13:30.000,19.2
M,36,271,331,2016-08-31 10:00:37.000,48.1
M,27,269,113,2016-08-31 08:29:44.000,7.7
M,27,21,116,2016-08-31 20:23:55.000,13.8
M,43,302,321,2016-08-31 17:50:44.000,9.0
M,26,59,38,2016-09-08 14:40:35.000,5.5
M,25,74,28,2016-09-08 19:11:21.000,9.7
M,33,1,217,2016-09-08 18:57:34.000,20.1
M,24,70,70,2016-09-09 13:29:46.000,23.5
F,31,393,354,2016-09-09 17:28:37.000,9.4
M,30,183,211,2016-09-09 11:52:10.000,24.5
F,24,177,150,2016-09-10 09:14:05.000,12.8
M,20,351,304,2016-09-11 07:53:36.000,9.3
M,26,6,52,2016-09-11 18:26:42.000,12.7
F,30,257,43,2016-09-12 19:13:19.000,19.0
M,25,27,130,2016-09-12 10:08:04.000,6.0
M,34,146,126,2016-09-12 15:58:53.000,11.0
M,31,142,21,2016-09-13 10:00:57.000,19.7
M,64,359,357,2016-09-13 09:31:58.000,3.9
M,25,236,176,2016-09-13 21:10:28.000,35.3
F,25,153,38,2016-09-13 16:38:22.000,11.1
M,37,261,260,2016-09-14 19:05:59.000,21.6
M,24,243,208,2016-09-14 08:00:16.000,5.0
M,36,301,321,2016-09-14 19:18:04.000,11.9
F,34,6,141,2016-09-15 20:29:57.000,10.0
M,29,257,66,2016-09-15 09:15:30.000,17.2
F,25,250,238,2016-09-15 07:57:08.000,8.7
M,29,215,211,2016-09-16 16:28:39.000,11.2
M,54,449,134,2016-09-17 16:53:01.000,9.5
M,35,286,75,2016-09-18 10:12:45.000,5.5
M,46,102,144,2016-09-19 19:12:38.000,15.3
F,29,45,78,2016-09-19 20:02:36.000,9.4
M,19,31,390,2016-09-19 15:34:22.000,30.4
F,33,261,272,2016-09-20 15:27:07.000,16.2
M,24,231,140,2016-09-20 20:08:42.000,28.4
M,41,1,113,2016-09-20 13:37:11.000,15.1
M,23,68,72,2016-09-21 16:31:47.000,29.6
M,27,248,438,2016-09-21 19:54:55.000,46.1
M,47,158,151,2016-09-21 07:51:19.000,7.0
M,33,63,182,2016-09-22 15:48:37.000,8.9
M,38,348,332,2016-09-22 17:58:46.000,4.6
F,38,185,188,2016-09-22 07:50:55.000,7.6
M,36,140,327,2016-09-22 00:11:35.000,22.8
M,33,32,449,2016-09-23 15:00:52.000,3.7
M,68,162,169,2016-09-23 09:32:14.000,19.4
M,26,51,139,2016-09-23 10:18:43.000,8.1
M,47,204,242,2016-09-24 18:54:27.000,14.8
M,40,142,140,2016-09-25 14:44:42.000,8.0
M,43,32,129,2016-09-26 17:39:42.000,8.8
M,35,37,431,2016-09-26 21:35:20.000,27.4
M,37,107,113,2016-09-26 05:54:10.000,4.7
M,29,7,232,2016-09-26 12:17:02.000,29.8
M,28,212,212,2016-09-27 19:42:41.000,10.5
M,31,272,14,2016-09-27 06:43:35.000,13.3
F,24,27,51,2016-09-27 21:40:39.000,20.0
M,63,108,43,2016-09-28 13:45:26.000,7.2
M,28,124,34,2016-09-28 08:17:53.000,10.7
M,34,25,266,2016-09-29 17:41:46.000,14.3
M,36,2,63,2016-09-29 08:32:22.000,14.4
M,24,18,111,2016-09-29 14:25:33.000,8.9
M,28,81,40,2016-09-30 18:48:49.000,9.5
F,23,81,227,2016-09-30 08:51:05.000,21.8
F,44,78,56,2016-09-30 14:53:57.000,11.7
M,37,347,180,2016-10-08 19:08:00.000,12.3
M,27,21,226,2016-10-08 09:57:42.000,9.2
M,52,10,1,2016-10-08 16:06:18.000,8.1
M,23,178,129,2016-10-09 12:56:30.000,10.6
M,34,308,315,2016-10-09 20:19:07.000,4.0
M,54,88,82,2016-10-10 15:48:49.000,7.2
M,29,193,194,2016-10-10 19:21:10.000,5.0
M,28,212,241,2016-10-10 13:48:51.000,11.9
F,26,270,267,2016-10-11 18:15:58.000,8.5
F,36,194,193,2016-10-11 19:24:11.000,9.9
M,23,39,263,2016-10-11 14:58:45.000,10.6
F,36,31,22,2016-10-12 21:10:18.000,12.0
M,27,27,34,2016-10-13 17:20:56.000,14.7
M,35,285,144,2016-10-13 19:19:15.000,16.1
M,35,121,70,2016-10-13 20:12:36.000,13.3
M,27,192,213,2016-10-13 09:31:53.000,10.7
M,26,66,253,2016-10-14 07:21:40.000,13.2
F,36,49,56,2016-10-14 22:14:39.000,8.5
M,28,56,45,2016-10-14 12:38:14.000,4.4
F,26,115,132,2016-10-15 15:00:44.000,8.3
F,28,55,61,2016-10-15 13:05:11.000,36.3
F,27,152,72,2016-10-16 18:28:43.000,13.6
M,26,249,103,2016-10-17 15:43:19.000,14.3
M,42,113,107,2016-10-17 17:16:54.000,5.9
F,29,22,25,2016-10-17 12:04:19.000,6.2
F,42,222,260,2016-10-18 11:18:56.000,26.4
M,53,61,70,2016-10-18 09:28:22.000,16.6
M,56,398,425,2016-10-18 17:40:53.000,4.7
F,25,69,74,2016-10-18 22:34:01.000,3.4
M,27,45,54,2016-10-19 20:16:50.000,1.9
F,21,262,115,2016-10-19 17:03:35.000,18.4
M,51,81,73,2016-10-19 11:43:19.000,6.6
M,20,247,234,2016-10-20 09:30:02.000,8.8
M,31,358,369,2016-10-20 09:15:49.000,7.7
F,27,106,34,2016-10-20 19:11:06.000,16.7
F,45,257,261,2016-10-20 14:27:28.000,11.5
M,37,235,209,2016-10-21 16:09:15.000,5.0
F,27,219,174,2016-10-21 18:31:53.000,40.8
M,48,258,13,2016-10-21 14:47:08.000,13.1
F,28,69,181,2016-10-22 11:14:01.000,5.9
M,25,127,139,2016-10-23 17:25:09.000,5.4
M,38,21,61,2016-10-23 13:15:19.000,13.2
M,37,211,249,2016-10-24 20:12:00.000,7.1
M,61,18,21,2016-10-24 09:57:41.000,7.8
M,40,119,118,2016-10-24 10:55:22.000,2.0
F,45,72,80,2016-10-25 15:14:49.000,4.6
M,26,291,390,2016-10-25 20:07:33.000,15.1
M,21,289,84,2016-10-25 08:13:42.000,9.7
M,36,150,157,2016-10-26 09:43:03.000,4.6
M,32,207,228,2016-10-26 08:25:17.000,11.1
F,31,59,71,2016-10-26 19:37:19.000,5.7
F,44,5,96,2016-10-26 17:26:20.000,19.3
M,47,315,328,2016-10-27 15:23:00.000,8.9
M,33,85,267,2016-10-27 20:03:10.000,12.6
F,27,53,303,2016-10-27 14:02:24.000,13.8
F,29,56,17,2016-10-28 16:21:31.000,13.8
F,25,356,292,2016-10-28 19:12:46.000,8.7
M,34,170,305,2016-10-28 07:54:40.000,6.8
M,28,18,17,2016-10-29 20:04:42.000,36.1
M,31,24,22,2016-10-29 06:09:49.000,7.8
M,30,156,299,2016-10-30 22:08:03.000,9.8
M,32,13,176,2016-10-31 18:17:20.000,24.4
F,39,212,242,2016-10-31 19:56:20.000,21.0
M,31,149,142,2016-10-31 14:47:53.000,14.7
F,31,372,415,2016-11-08 12:08:43.000,10.1
M,57,86,257,2016-11-08 11:05:58.000,8.7
F,29,151,40,2016-11-08 22:39:54.000,13.0
M,25,123,276,2016-11-09 15:25:42.000,12.4
M,22,4,1,2016-11-10 20:47:44.000,6.6
M,26,190,83,2016-11-10 14:48:03.000,11.8
M,27,31,52,2016-11-10 18:57:26.000,10.7
M,34,13,14,2016-11-10 18:10:43.000,1.7
M,20,152,280,2016-11-11 14:48:17.000,15.4
M,20,84,74,2016-11-11 10:21:05.000,3.5
M,37,13,246,2016-11-11 08:59:06.000,6.9
M,33,244,449,2016-11-12 20:50:59.000,22.8
M,43,185,188,2016-11-13 11:17:35.000,8.2
M,51,40,180,2016-11-14 07:57:34.000,31.1
M,24,270,127,2016-11-14 14:54:40.000,6.2
M,33,199,76,2016-11-14 19:39:50.000,30.5
M,37,123,158,2016-11-15 18:16:00.000,15.9
M,26,3,266,2016-11-15 19:08:48.000,9.4
M,27,86,6,2016-11-15 05:56:07.000,7.0
M,23,264,116,2016-11-15 11:02:08.000,7.3
M,21,235,24,2016-11-16 08:36:58.000,25.2
M,27,207,7,2016-11-16 19:26:52.000,10.6
F,46,74,169,2016-11-17 14:32:23.000,5.9
M,30,301,342,2016-11-17 18:50:21.000,20.1
M,51,268,41,2016-11-17 08:10:19.000,6.5
M,36,251,39,2016-11-18 17:31:17.000,7.8
M,32,117,27,2016-11-18 18:37:32.000,3.9
M,27,72,247,2016-11-18 09:02:31.000,12.5
F,26,195,58,2016-11-19 16:31:35.000,41.9
M,58,41,160,2016-11-19 12:50:41.000,11.0
M,59,213,233,2016-11-20 13:02:03.000,9.6
M,30,271,87,2016-11-21 14:59:13.000,13.9
M,47,87,104,2016-11-22 20:42:01.000,4.6
M,27,74,69,2016-11-22 08:44:45.000,2.3
M,36,21,140,2016-11-22 14:49:41.000,20.8
M,26,127,450,2016-11-23 15:12:35.000,14.9
F,26,146,158,2016-11-23 19:24:47.000,9.9
M,45,90,90,2016-11-23 13:40:44.000,2.1
M,28,54,26,2016-11-24 06:42:50.000,15.1
F,35,307,310,2016-11-24 18:55:10.000,7.7
F,36,76,311,2016-11-24 17:37:20.000,18.4
M,36,120,26,2016-11-24 14:18:45.000,28.3
M,26,63,61,2016-11-25 23:45:44.000,16.1
F,31,310,175,2016-11-25 06:18:20.000,8.2
F,47,68,187,2016-11-25 12:03:13.000,7.3
F,26,183,19,2016-11-26 09:34:38.000,11.1
F,30,379,370,2016-11-27 10:31:17.000,5.9
F,26,7,17,2016-11-28 15:29:08.000,5.5
M,32,46,342,2016-11-28 20:04:48.000,45.6
M,44,14,124,2016-11-28 14:34:36.000,23.5
M,32,239,258,2016-11-29 18:40:38.000,9.4
F,29,58,190,2016-11-29 19:10:53.000,11.4
M,28,261,24,2016-11-29 05:58:03.000,3.9
M,36,96,105,2016-11-29 12:48:47.000,10.1
M,34,63,319,2016-11-30 22:04:10.000,19.8
M,27,286,167,2016-11-30 17:57:36.000,2.4
M,28,18,14,2016-11-30 08:57:15.000,5.3
F,35,285,326,2016-12-08 09:45:05.000,6.7
F,31,370,381,2016-12-08 08:29:02.000,3.9
M,27,24,152,2016-12-08 14:30:27.000,16.6
M,28,64,54,2016-12-09 07:40:21.000,2.8
M,28,65,10,2016-12-09 17:04:28.000,14.0
M,31,317,295,2016-12-09 18:36:58.000,6.9
M,24,43,101,2016-12-10 21:13:43.000,9.7
M,62,30,252,2016-12-10 13:26:30.000,12.3
M,30,291,69,2016-12-10 15:59:23.000,30.4
F,63,44,50,2016-12-11 10:55:32.000,2.1
M,48,133,184,2016-12-11 08:17:20.000,13.4
